review_title,review_text,location,review_score,sentiment,v_scores,polarity
Grown up drink which packs a punch,"The initial aroma is like the sea... Think seaweed and ozone. Served over ice, it is reminiscent of your first taste of spirits, with a complex flavour and a slight burn. To be savoured slowly once the kids are in bed. Will buy again.",UK,5,2,"{'neg': 0.0, 'neu': 0.945, 'pos': 0.055, 'compound': 0.3612}",0.3612
Great,"Great service, lovely to drink!",UK,5,2,"{'neg': 0.0, 'neu': 0.268, 'pos': 0.732, 'compound': 0.8478}",0.8478
Excellent,Excellent! I'll buy this again. Where have you been hiding it?,UK,5,2,"{'neg': 0.145, 'neu': 0.592, 'pos': 0.263, 'compound': 0.4199}",0.4199
Great service,Great service. Great product.,UK,5,2,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.8481}",0.8481
Tasty AF,"First-ever purchase of an AF spirit. Pleasantly surprised by the dry taste, flavour and drinkability and appreciated the inclusion of complementary tonic and ginger ale. Delicious simply with tonic and an orange twist and great to have something classy in a glass to hand out to those refraining from alcohol.",UK,5,2,"{'neg': 0.0, 'neu': 0.637, 'pos': 0.363, 'compound': 0.9716}",0.9716
"Finally, a dry non-alcohol drink with an adult flavour","I've been looking for a drink like this for a long time. I've tried a few recent non-alcohol spirits, such as Seedlip and I find them either plain horrible, or too sweet. They are also usually pointless - you may as well just drink the mixer on its own. But Feragaia is way better. It is an acquired taste - my first sniff and taste were not very favourable. I tried it with tonic - yes a bit better, then with ginger ale as recommended, but this is too sweet for me. So I persevered as a purist, topping it up with a little sparkling water and a slice of orange or lemon. So no added sweetness or calories or chemicals... After maybe 3 or 4, over a few days, I found myself really enjoying the (very adult) flavour. I usually drink San Pellegrino if I can, when avoiding alcohol, but Feragaia has given me a reason to sometimes choose a change of flavour. And I should add that the service is excellent, with speedy delivery - I congratulate Jamie, the founder, on persevering with what cannot have been an easy development. I am looking forward to experimenting with other ways of enjoying it.",UK,5,2,"{'neg': 0.053, 'neu': 0.753, 'pos': 0.194, 'compound': 0.9882}",0.9882
This was for a Christmas gift so not…,This was for a Christmas gift so not yet tasted it. However the service and delivery speed were amazing. Beautiful packaging too.,UK,5,2,"{'neg': 0.0, 'neu': 0.642, 'pos': 0.358, 'compound': 0.891}",0.891
Scotland's finest,Scotland's finest. I love it!,UK,5,2,"{'neg': 0.0, 'neu': 0.471, 'pos': 0.529, 'compound': 0.6696}",0.6696
All good,All very good,UK,5,2,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",0.4927
Great service,"Great service, great product. Arrived quickly, nicely packed.",UK,5,2,"{'neg': 0.0, 'neu': 0.311, 'pos': 0.689, 'compound': 0.9022}",0.9022
Very good service and lovely drink,IGNORE TEXT,UK,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Quick and efficient service,"Quick and efficient service. A slight delay on delivery, but understandable at Christmas time.",UK,5,2,"{'neg': 0.098, 'neu': 0.779, 'pos': 0.123, 'compound': 0.1018}",0.1018
Worse than mouthwash,Worse than mouthwash. Ugh!,UK,1,0,"{'neg': 0.756, 'neu': 0.244, 'pos': 0.0, 'compound': -0.7345}",-0.7345
Very helpful and quick to reply 👍,IGNORE TEXT,UK,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
A winner!,Just tasted my first Feragaia with Fevertree clementine and cinammon. Delicious. Looking forward to trying  with different mixers.Would definitely purchase again. First class customer service.,UK,5,2,"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.7506}",0.7506
Very impressed with the product for the…,Very impressed with the product for the price and prompt delivery too! Haven’t sampled it as it’s purchased as a gift.,UK,5,2,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.7639}",0.7639
Absolutely delicious with ginger ale,Absolutely delicious with ginger ale. I was a little disappointed that something that says spirit didn't give you a partial alcoholic taste. I also Adnams ghost ship 0.5% low alcohol beer which tastes exactly like the alcoholic version.,UK,4,2,"{'neg': 0.152, 'neu': 0.675, 'pos': 0.173, 'compound': 0.2467}",0.2467
Not to be drunk neat lovely with tonic…,Not to be drunk neat lovely with tonic .fast delivery,UK,5,2,"{'neg': 0.0, 'neu': 0.442, 'pos': 0.558, 'compound': 0.8332}",0.8332
Great service!,Easy to order and prompt delivery of Christmas gifts for my tea-total friends and relatives. As promised received the Cocktail book after main delivery (rerun at the publishers). Look forward to tasting Feragaia.Thanks and all the best for 2021 to Jamie and the team.,UK,5,2,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.9136}",0.9136
Excellent,"Excellent service, great communication. The drink has a lovely taste packs a punch, I enjoyed it as a hot toddy and on the rocks. A great slow sipper to enjoy on a chilly winter evening. Thank you",UK,5,2,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.9769}",0.9769
Your product was very good at the affa…,Your product was very good at the affa fine market in Aberdeen so upon trying it I purchased a 50 cl bottle and tried it with coco cola it was good so I gave a wee dram to my mums friend and she loved it also so I bought her a 25cl bottle as a Christmas gift over all the delivery was despatched on the Thursday and we recieved it on the sat as I work for the post office,UK,5,2,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.9509}",0.9509
A fabulous drink,"A fabulous drink - strong, bold herbaceous taste. Feragaia is a wonderful present for those that want to try something different. I love everything about this brand!",UK,5,2,"{'neg': 0.0, 'neu': 0.528, 'pos': 0.472, 'compound': 0.9571}",0.9571
Very quick and easy to order,"Very quick and easy to order, and a message via email to check all was ok.",UK,5,2,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.4877}",0.4877
Ordering and delivery were a smooth   I…,Ordering and delivery were a smooth   I brought it as a gift. So I am yet to try the product and give my opinion. Yet it sounds delicious and I was given a twenty % off next order.,UK,5,2,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.765}",0.765
Wow how beautiful,Wow! Wonderful customer service. Very pleasant experience. I haven't tasted yet as it is a gift for a friend but am really impressed with the quality and presentation of the package. It looks really expensive and yet so reasonably priced.,UK,5,2,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.9322}",0.9322
Excellent product and customer service.,IGNORE TEXT,UK,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Sampled Feragaia for the first time on…,Sampled Feragaia for the first time on board Fingal in Edinburgh . Staff talked knowledgably about how it could be served -absolutely delicious.Service direct from Feragaia excellent and personal.,UK,5,2,"{'neg': 0.0, 'neu': 0.883, 'pos': 0.117, 'compound': 0.5719}",0.5719
Feragaia Pioneer Pack,"I bought the Feragaia Pioneer Pack as a Christmas gift for someone else so can't vouch for the taste yet, but can say that it is very nicely presented and arrived well packaged. I had an email to say the cocktail booklet was currently out of stock but could be sent as soon as it was available if required. The booklet arrived the day after the bottle so altogether a good experience with excellent communication.",UK,5,2,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.9595}",0.9595
Fantastic drink,"Fantastic drink, fir anyine that doesn't fancy a proper drink in the evening or like me soba for 4 years this will take the edge of, customer services was fantastic cant fault them for anything would recommend this to anyoneThank you to the company",UK,5,2,"{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.9254}",0.9254
"Great nonalcoholic liqueur, better customer service","One the best nonalcoholic liqueurs I've tried, and low sugar which is a nice bonus. Their customer service was quite good and preemptively emailed me to let me know that there was a tiny issue.",UK,5,2,"{'neg': 0.046, 'neu': 0.655, 'pos': 0.299, 'compound': 0.9117}",0.9117
Gorgeous product,"Gorgeous product, promptly delivered with how to make cocktail book followed up by thank you email from company director... 5* service!",UK,5,2,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.7777}",0.7777
Only commenting on the service as this…,"Only commenting on the service as this is a Christmas Present. Beautifully presented, quick attentive service. Communication with the owner was amazing. So helpful and kind. Can't wait for Christmas day and will review on taste then",UK,5,2,"{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.9411}",0.9411
Excellent friendly service,"I can only comment on the service, as the product is a Christmas present and has yet to be tried. Nice looking bottle in a smart box. Very friendly and attentive service.",UK,5,2,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.8399}",0.8399
Feragaia.  Ordering and delivery was trouble free,Ordering and delivery was trouble free. Is A Xmas present so can’t review the actual Product itself,UK,5,2,"{'neg': 0.129, 'neu': 0.714, 'pos': 0.157, 'compound': 0.1531}",0.1531
Not a pale imitation of an alcoholic drink but a unique experience,Delicious especially with Pink Peppercorn tonic water. Has a smoky spicy and very different taste. As such is not a pale imitation of an alcoholic drink but a unique experience. Have really enjoyed as a wind down in the evening,UK,5,2,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.8042}",0.8042
Extremely impressed with the complexity…,Extremely impressed with the complexity and  flavor of Feragaia. Love it with Ginger Ale and a splash of lime; delicious. I will be a life long customer!,UK,5,2,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.9115}",0.9115
Really enjoying Feragaia as an alcohol…,Really enjoying Feragaia as an alcohol free alternative to G&T. Distinctive taste and aroma makes it feel like a special treat.S,UK,5,2,"{'neg': 0.0, 'neu': 0.582, 'pos': 0.418, 'compound': 0.9041}",0.9041
Great service.,Very fast delivery.  Can't comment on the item as it's a present for someone!,UK,5,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
For days when you don’t want a G&T,"I certain Christmassy someone showcased Feragaia on her Christmas craft tv show. Sometimes I’m not in the mood for alcohol and my husband isn’t a big drinker so it’s good to have a selection of non-alcoholic alternatives. Feragaia caught my eye because it’s zero sugar with very low carb content so great for my husband who is a diabetic.It’s delicious just with soda water or spice it up with ginger ale. Yum!!Deliveries were quick - yes, deliveries!! The first bottle was tested quickly so subsequent orders have been placed. The single bottle order comes with a couple of mixers to blend and a little cocktail recipe booklet. It’s packaged very smartly and safely. Communication from the team throughout has been great and the website has lots of information about how the spirit is made and lots of recipes to try. Great to be supporting a young British company. Cheers!",UK,5,2,"{'neg': 0.013, 'neu': 0.761, 'pos': 0.225, 'compound': 0.9898}",0.9898
It's so good I had to double check it was alcohol free.,"Wasn't expecting much from this product but i'm blown away by just how sophisticated it is. There are several layers to its flavour and it's interesting on the nose too. I tried it over ice first and savoured its complexity before deciding on what mixer would do it justice. Curled up on the Sofa with a cosy blanket, this genuinely hit the spot. A real aaah moment which I wasn't expecting.  I actually got up and checked the bottle in case it contained alcohol. It doesn't. Not sure how you did it Feragaia but i'm delighted you did.",UK,5,2,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.9664}",0.9664
